incident_id,incident_date,incident_address,incident_city,incident_zip,incident_county
786,2006-01-08,200 north adams street,clayton,62324,adams
787,2006-01-09,5501 east 1400th road,brockton,61917,edgar
788,2006-01-09,418 bird avenue,bartonville,61607,peoria
789,2006-01-10,601 east 2nd street,pana,62557,christian
790,2006-01-10,208 south state street,jerseyville,62052,jersey
791,2006-01-11,1217 south 12th street,quincy,62301,adams
792,2006-01-13,3939 park lane,granite city,62040,madison
793,2006-01-13,rr 1 box 188,mode,62444,shelby
794,2006-01-13,915 north mcclellan street,sullivan,61951,moultrie
795,2006-01-17,711 polk avenue,charleston,61920,coles
796,2006-01-18,1210 north 10th street,quincy,62301,adams
797,2006-01-19,1231 north jackson street,danville,61832,vermilion
798,2006-01-19,321 bensyl avenue,danville,61832,vermilion
799,2006-01-23,2832 denver street,granite city,62040,madison
800,2006-01-25,4122 lake drive,granite city,62040,madison
801,2006-01-26,2330 madison avenue,granite city,62040,madison
802,2006-01-26,747 south beltway west,belleville,62220,st. clair
803,2006-02-10,2900 sand road: lot 33,edwardsville,62025,madison
804,2006-02-15,844 north 3000th avenue,mendon,62351,adams
805,2006-02-16,203 west pacific street,essex,60935,kankakee
806,2006-02-17,509 ross street,kewanee,61443,henry
807,2006-02-21,215 cherry street,quincy,62301,adams
808,2006-02-22,835 west 6th street,kewanee,61443,henry
809,2006-02-23,126 west locust street,charleston,61920,coles
810,2006-02-23,2457 dewey avenue,granite city,62040,madison
811,2006-02-23,5890 north belt west,belleville,62226,st. clair
812,2006-02-24,1247 oak grove road,donnelson,62019,bond
813,2006-02-24,2066 14th street,granite city,62040,madison
814,2006-02-27,5391 east lincoln trail road,fithian,61844,vermilion
815,2006-02-27,27 vance lane,danville,61832,vermilion
816,2006-02-27,78 mallard drive,pontoon beach,62040,madison
817,2006-03-01,1022 south academy street,galesburg,61448,knox
818,2006-03-01,26994 quail chase road,hettick,62649,macoupin
819,2006-03-01,401 union street,paris,61944,edgar
820,2006-03-02,2140 east morton avenue,jacksonville,62650,morgan
821,2006-03-03,846 south east street,jacksonville,62650,morgan
822,2006-03-06,6218 broadway street: apt. 2,quincy,62301,adams
823,2006-03-06,512 north buchanan street,edwardsville,62025,madison
824,2006-03-06,583 ill. rt. 26,amboy,61310,lee
825,2006-03-06,2301 missouri avenue,granite city,62040,madison
826,2006-03-06,941 bonanza road,smithboro,62284,bond
827,2006-03-06,22433 south hornsby road,litchfield,62056,macoupin
828,2006-03-08,1801 north logan street,chillicothe,61532,peoria
829,2006-03-09,1313 north michigan avenue,danville,62015,vermilion
830,2006-03-10,130 east locust street,cowden,62422,shelby
831,2006-03-13,715 water street,butler,62015,montgomery
832,2006-03-13,#17 leisure land trailer court,niota,62358,hancock
833,2006-03-13,811 broom street,paris,61944,edgar
834,2006-03-13,113 union hill road: apt. 2,fairview heights,62208,st. clair
835,2006-03-14,233 locust street,quincy,62301,adams
836,2006-03-16,723 north brown street,litchfield,62056,montgomery
837,2006-03-16,807 grand avenue,madison,62061,madison
838,2006-03-20,8555 steele lane,troy,62294,madison
839,2006-03-20,4526 east ellis road,avon,61415,fulton
840,2006-03-26,2531 155th street,alexis,61401,warren
841,2006-03-27,304 chestnut street,paris,61944,edgar
842,2006-03-29,708 west washington street,paris,61944,edgar
843,2006-03-29,118 roosevelt avenue,kewanee,61443,henry
844,2006-03-30,705 bb road,columbia,62236,monroe
845,2006-04-03,1397 haynor street,galesburg,61401,knox
846,2006-04-03,1968 west state rt. 1,watseka,60970,iroquois
847,2006-04-04,1311 oakwood avenue,danville,61832,vermilion
848,2006-04-04,5 canty lane: apt. 8,fairview heights,62208,st. clair
849,2006-04-05,402 south clark street,pana,62557,christian
850,2006-04-10,5813 dogwood lane,godfrey,62035,madison
851,2006-04-11,535 east vandalia road,jacksonville,62650,morgan
852,2006-04-12,614 north elizabeth street,pana,62557,christian
853,2006-04-14,26386 washington school road,hettick,62649,macoupin
854,2006-04-14,1228 catherine street,pekin,61554,tazewell
855,2006-04-18,667 7th street,lincoln,62656,logan
856,2006-04-18,109 west 5th street south,mt. olive,62069,macoupin
857,2006-04-19,1409 south pine street: lot 2,centralia,62801,marion
858,2006-04-20,1208 south 11th street,marshall,62441,clark
859,2006-04-20,20 morean street,nilwood,62672,macoupin
860,2006-04-21,207 walnut street,humboldt,61931,coles
861,2006-04-24,336 harmon street,danville,61832,vermilion
862,2006-04-28,2200 south 17th street,mattoon,61938,coles
863,2006-04-29,205 south green street,chenoa,61726,mclean
864,2006-05-01,307 and 309 iowa street,shattuc,62231,clinton
865,2006-05-01,1621 east cleveland avenue,decatur,62521,macon
866,2006-05-02,3704 carlyle avenue,belleville,62221,st. clair
867,2006-05-02,rr2 box 4,rockbridge,62801,greene
868,2006-05-03,2606 northbridge court,granite city,62040,madison
869,2006-05-04,7 lamm street,danville,61832,vermilion
870,2006-05-11,209 vance lane,danville,61832,vermilion
871,2006-05-15,1418 hardin street,jacksonville,62650,morgan
872,2006-05-17,1333 goltra avenue,jacksonville,62650,morgan
873,2006-05-17,4852 warnock street,granite city,62040,madison
874,2006-05-18,813 west 6th street,kewanee,61443,henry
875,2006-05-25,803 south marshall street,paris,61944,edgar
876,2006-05-25,2410 bryan avenue,granite city,62040,madison
877,2006-05-30,21826 hickory street,topeka,61567,mason
878,2006-05-31,2021 lafayette: apartment 1,mattoon,61938,coles
879,2006-06-01,412 church street,cameron,61423,warren
880,2006-06-02,6824 west avenue,hanover park,60133,cook
881,2006-06-09,1509 pine street,highland,62249,madison
882,2006-06-10,us route 51 and il route 16,pana,62557,christian
883,2006-06-12,1011 north central avenue,paris,61944,edgar
884,2006-06-12,404 east madison,arcola,61910,douglas
885,2006-06-12,3120 west chain of rocks road,granite city,62040,madison
886,2006-06-26,13623 grape creek road,danville,61834,vermilion
887,2006-06-29,3524 north 12th street,quincy,62305,adams
888,2006-06-29,210 north east street,kewanee,61443,henry
889,2006-07-11,8823 sterling place,caseyville,62232,st. clair
890,2006-07-11,6111 hickory grove north,quincy,62305,adams
891,2006-07-18,527 south prairie street,jacksonville,62650,morgan
892,2006-07-27,705 bb road,columbia,62236,monroe
893,2006-08-01,route 16 and route 51,pana,62557,christian
894,2006-08-01,4182 glenwood avenue,arenzville,62611,cass
895,2006-08-02,835 west 6th street,kewanee,61443,henry
896,2006-08-07,12 chapel lane,danville,61832,vermilion
897,2006-08-08,120 north dewey,troy,62294,madison
898,2006-08-11,35 woodlake boulevard: apt. 2205,gurnee,60031,lake
899,2006-08-15,500 south 4th street: apt. b-7,morton,61550,tazewell
900,2006-08-15,722 south rapp avenue,columbia,62236,monroe
901,2006-08-18,1101 grand avenue,madison,62060,madison
902,2006-08-21,1240 south main street: apt. 123h.,morton,61550,tazewell
903,2006-08-22,222 avenue d,east peoria,61611,tazewell
904,2006-08-23,506 west meyer street,thomasboro,61878,champaign
905,2006-08-23,215 mccords trail,irving,62051,montgomery
906,2006-08-25,190 union road,waverly,62692,morgan
907,2006-08-29,203 east cleveland street,tower hill,62571,shelby
908,2006-09-05,28 danville street,westville,61883,vermilion
909,2006-09-06,8823 sterling place,caseyville,62232,st. clair
910,2006-09-09,413 atwood street,tilton,61833,vermilion
911,2006-09-11,650 north 2500 east road,pana,62557,christian
912,2006-09-28,502 north fayette sreet,jacksonville,62650,morgan
913,2006-09-28,1114 scheel street,belleville,62221,st. clair
914,2006-09-29,811 madison street,quincy,62301,adams
915,2006-09-29,8011 lakeside drive,caseyville,62232,st. clair
916,2006-09-29,31 urbana street,westville,61883,vermilion
917,2006-10-03,908 east adams street,taylorville,62568,christian
918,2006-10-03,4852 warnock avenue,granite city,62040,madison
919,2006-10-05,211 east 4th street,rock island,61264,rock island
920,2006-10-07,528 1/2 north eighth street,quincy,62301,adams
921,2006-10-10,830 south hickory street,pana,62557,christian
922,2006-10-23,1116 east 2nd street,pana,62557,christian
923,2006-11-01,1516 maine street,windsor,61957,shelby
924,2006-11-08,lot 14: danville street,belgium,61883,vermilion
925,2006-11-13,#9 elizabeth circle drive: lot 10 section b.,pana,62557,christian
926,2006-11-14,8 north state street,danville,61832,vermilion
927,2006-11-15,11490 liberty church lane,carlinville,62626,macoupin
928,2006-11-22,125 wilson park lane,granite city,62040,madison
929,2006-11-27,819 oakland avenue: apt. 201,urbana,61802,champaign
930,2006-11-27,81 blaine avenue,galesburg,61401,knox
931,2006-11-27,3524 north 12th street,quincy,62305,adams
932,2006-11-28,2623 plainview terrace,alton,62002,madison
933,2006-11-30,313 woodlawn road,mattoon,61983,coles
934,2006-12-03,1523 140th avenue,cameron,61423,warren
935,2006-12-04,428 montclaire street,danville,61832,vermilion
936,2006-12-04,1279 west logan street,freeport,61032,stephenson
937,2006-12-04,377 lynch drive,danville,61834,vermilion
938,2006-12-05,835 west 6th street,kewanee,61443,henry
939,2006-12-06,2401 missouri avenue,granite city,62040,madison
940,2006-12-06,915 hawley street,taylorville,62568,christian
941,2006-12-14,620 esther avenue,wood river,62095,madison
942,2006-12-19,190 east douglas street,chandlerville,62627,cass
943,2006-12-26,lot 238 university estates: 744 west elm street,charleston,61920,coles
944,2006-12-26,1017 west hanssler place,peoria,61604,peoria
945,2006-12-26,1304 south 9th street,pekin,61554,tazewell
946,2006-12-28,2140 east morton avenue,jacksonville,62650,morgan
947,2007-01-03,317 delaware street,quincy,62301,adams
948,2007-01-03,2609 larch road,quincy,62301,adams
949,2007-01-04,400 north seminary street,galesburg,61401,knox
950,2007-01-05,225 avenue d.,freeport,61032,stephenson
951,2007-01-19,16 lakeview drive,pontoon beach,62040,madison
952,2007-01-24,113 south wabash avenue,bluffs,62621,scott
953,2007-01-26,720 27th place,granite city,62040,madison
954,2007-01-29,1817 spruce street,granite city,62040,madison
955,2007-02-07,2029 lee avenue,granite city,62040,madison
956,2007-02-08,119 redwood drive,morton,61550,tazewell
957,2007-02-15,1109 north third street,quincy,62301,adams
958,2007-02-20,1302 west williams street,danville,61832,vermilion
959,2007-02-20,rr 1 box 169,murrayville,62668,greene
960,2007-02-21,4813 north 12th street,quincy,62305,adams
961,2007-03-05,202 maple street,rossville,60963,vermilion
962,2007-03-06,3450 south il route 157,glen carbon,62034,madison
963,2007-03-08,2449 east north street,decatur,62521,macon
964,2007-03-08,404 south jefferson street,abingdon,61410,knox
965,2007-03-12,2450 west grenshaw street,chicago,60612,cook
966,2007-03-15,21902 lake street,goofy ridge,61567,mason
967,2007-03-29,3120 west chain of rocks road,granite city,62040,madison
968,2007-03-30,2530 pontoon road,granite city,62040,madison
969,2007-04-13,1214 west third avenue,belleville,62220,st. clair
970,2007-04-13,641 dempsey street,creve coeur,61610,tazewell
971,2007-04-15,3241 west chain of rocks road,granite city,62040,madison
972,2007-04-23,1817 160th street,cameron,61423,warren
973,2007-04-27,1302 railroad street,jacksonville,62650,morgan
974,2007-05-02,408 herman street: apt. 12,pekin,61554,tazewell
975,2007-05-06,633 oak street: apt. 5,quincy,62301,adams
976,2007-05-07,101 walnut street,highland,62249,madison
977,2007-05-11,142 blaine avenue,galesburg,61401,knox
978,2007-05-13,1408 south 58th court,cicero,60804,cook
979,2007-05-18,436 north cottage avenue,cottage hills,62018,madison
980,2007-05-22,2409 logan street,granite city,62040,madison
981,2007-06-14,806 peach street,danville,61832,vermilion
982,2007-06-25,101 east james street,yates city,61572,knox
983,2007-06-25,4419 horseshoe lake road: lot 129,pontoon beach,62040,madison
984,2007-07-03,110 north 54th street,quincy,62305,adams
985,2007-07-03,110 north 54th street,quincy,62305,adams
986,2007-07-05,317 north fifth street,kilbourne,62655,mason
987,2007-07-06,1280 west normantown road,romeoville,60446,will
988,2007-07-06,13154 rt. 111,medora,62063,macoupin
989,2007-07-11,512 north buchanan street,edwardsville,62025,madison
990,2007-07-12,1214 west third avenue,belleville,62220,st. clair
991,2007-07-17,904 a east union street,nokomis,62075,montgomery
992,2007-08-08,1198 garden lane,galesburg,61401,knox
993,2007-08-09,2704 pine street: apt. 8,pekin,61554,tazewell
994,2007-08-09,531 groveland street,creve coeur,61610,tazewell
995,2007-08-10,706 school street,nokomis,62075,montgomery
996,2007-08-17,2100 old brushy road,walshville,62091,montgomery
997,2007-08-30,325 south third street: apt. 3,hoopeston,90942,vermilion
998,2007-08-30,13054 walnut point,elsah,62028,jersey
999,2007-09-03,1509 south fifth street,quincy,62301,adams
1000,2007-09-05,26 windrush drive,jacksonville,62650,morgan
1001,2007-09-10,20053 hillside avenue,witt,62094,montgomery
1002,2007-09-13,3801 marshall street,mattoon,61938,coles
1003,2007-09-24,813 illinois street,collinsviille,62234,madison
1004,2007-09-26,15809 quarry road,gillespie,62304,macoupin
1005,2007-09-27,5331 north humboldt avenue,peoria heights,61616,peoria
1006,2007-10-03,rr #1 box g,carman,61425,henderson
1007,2007-10-11,21 dequimpal street,westville,61883,vermilion
1008,2007-10-12,1656 reno road,sorento,62806,bond
1009,2007-10-31,1008 adams street,keithsburg,61442,mercer
1010,2007-11-17,rr # box 204,shelbyville,62565,shelby
1011,2007-11-17,916 1/2 adams street,quincy,62301,adams
1012,2007-11-18,469 north birch street: apt. 1,manteno,60950,kankakee
1013,2007-11-19,941 bonanza road,smithboro,62248,bond
1014,2007-11-19,427 east willard street apt. 1,wataga,61488,knox
1015,2007-11-21,1318 rixon street,alton,62002,madison
1016,2007-11-27,648 ohio street: apt. e,quincy,62301,adams
1017,2007-12-06,516 third street,venice,62090,madison
1018,2007-12-13,2324 west howett street,peoria,61605,peoria
1019,2007-12-18,205 north bellevue avenue,bellevue,61604,peoria
1020,2008-01-07,106 larkspur,catlin,61817,vermilion
1021,2008-01-07,636 east ford avenue,witt,62094,montgomery
1022,2008-01-15,1761 e county road 2200,adrian,62330,hancock
1023,2008-01-21,6843 dole road,mattoon,61938,coles
1024,2008-01-26,213 woodlawn avenue,mattoon,61938,coles
1025,2008-02-08,3031 watalee street,alton,62002,madison
1026,2008-02-15,206 south augusta street,o'fallon,62269,st. clair
1027,2008-02-15,2010 fifth street,madison,62060,madison
1028,2008-02-15,1227 perrysville road: lot d2,danville,61832,vermilion
1029,2008-02-20,rr1 box 251,toulon,61483,stark
1030,2008-02-23,675 day street,galseburg,61401,knox
1031,2008-02-25,544 brooklyn avenue: triler 34,jacksonville,62650,morgan
1032,2008-03-07,257 koch street,pekin,61554,tazewell
1033,2008-03-07,1950 stephens road,carbondale,62901,jackson
1034,2008-03-08,725 south 7th street,quincy,62301,adams
1035,2008-03-11,484 north main street,farmington,61531,fulton
1036,2008-03-24,2505 north linder avenue,chicago,60639,cook
1037,2008-03-26,18311 north county road 450 east,arcola,61910,coles
1038,2008-04-01,17211 234th street,illinois city,61259,rock island
1039,2008-04-01,3815 26th avenue,moline,61265,rock island
1040,2008-04-08,1000 south third street,pekin,61554,tazewell
1041,2008-04-16,603 red bridge road,winchester,62694,scott
1042,2008-04-18,207 emery street,collinsviille,62334,madison
1043,2008-04-28,2460 monmouth boulevard,galesburg,61401,knox
1044,2008-04-29,2524 sheridan avenue,granite city,62040,madison
1045,2008-05-01,2035 broadway street,quincy,62301,adams
1046,2008-05-01,3401 robert avenue,alton,62002,madison
1047,2008-05-08,246 sullivan park south,sullivan,61951,moultrie
1048,2008-05-19,rr 1 box 142,herrick,62431,shelby
1049,2008-05-19,321 north western avenue,peoria,61604,peoria
1050,2008-05-19,1401 hazel street,pekin,61554,tazewell
1051,2008-05-26,302 east state street,fairmount,61841,vermilion
1052,2008-05-29,166 234th street,alexis,61412,mercer
1053,2008-06-03,1601 sommerset street: apt. 2,pekin,61554,tazewell
1054,2008-06-03,152 forest view road,dahinda,61428,knox
1055,2008-06-12,108 manning avenue,wood river,62095,madison
1056,2008-06-13,3 north state street,danville,61832,vermilion
1057,2008-06-30,109 edwards street,cottage hills,62018,madison
1058,2008-07-09,830 north 7th street,quincy,62301,adams
1059,2008-07-09,517 west witt street,loraine,62349,adams
1060,2008-07-10,5260 nameoki road,granite city,62040,madison
1061,2008-07-16,761 east north street,galesburg,61401,knox
1062,2008-07-24,3115 princeton avenue,collinsville,62234,madison
1063,2008-07-28,308 smith avenue,westville,61883,vermilion
1064,2008-07-29,1 piper street: apt.1,bluffs,62621,scott
1065,2008-08-01,516 south old route 66,litchfield,62056,montgomery
1066,2008-08-01,134 worksaver trail,litchfield,62056,montgomery
1067,2008-08-01,2675 allentown road,pekin,61554,tazewell
1068,2008-08-01,54 lorraine drive,galesburg,61401,knox
1069,2008-08-14,4105 west hollow creek drive: apt. 302,peoria,61615,peoria
1070,2008-08-24,1330 west williams street: lot 48,danville,61832,vermilion
1071,2008-08-26,4909 willow lane,granite city,62040,madison
1072,2008-08-26,4901 willow lane,granite city,62040,madison
1073,2008-08-26,4905 willow lane,granite city,62040,madison
1074,2008-09-11,215 south center street,prairie city,61470,mcdonough
1075,2008-09-19,1218 iowa street,madison,62060,madison
1076,2008-09-19,16572 east 1200 north road: trailer 33,westville,61883,vermilion
1077,2008-09-19,232 rr 1,strasburg,62465,shelby
1078,2008-10-02,393 kent street apt. b,east alton,62024,madison
1079,2008-10-15,1041 lafayette court,collinsville,62234,madison
1080,2008-10-23,931 south fourth street,monmouth,61462,warren
1081,2008-10-23,16572 east 1200 north road: lot 53,westville,61883,vermilion
1082,2008-11-04,#11 highland court,paris,61944,edgar
1083,2008-11-10,#14 hillcrest trailer court,taylorville,62568,christian
1084,2008-11-10,rr 1 box 331,windsor,61957,shelby
1085,2008-11-12,132 briarcliff drive,granite city,62040,madison
1086,2008-11-14,710 west main street,little york,61453,warren
1087,2008-11-17,7284 east county road 1800 north,oakwood,61858,vermilion
1088,2008-11-19,605 crestwood street,tilton,61833,vermilion
1089,2008-11-20,353 liberty court,girard,62640,macoupin
1090,2008-11-23,501 north guernsey street,collinsville,62234,madison
1091,2008-11-26,4328 state route 15,freeburg,62243,st. clair
1092,2008-11-28,2143 monroe street,granite city,62040,madison
1093,2008-11-28,2240 edison avenue,granite city,62040,madison
1094,2008-12-02,1623 maple street,hartford,62048,madison
1095,2008-12-04,958 frank street,galesburg,61401,knox
1096,2008-12-05,21559 county road 2730 east,topeka,61567,mason
1097,2008-12-07,300 spelter avenue: trailer 25,danville,61832,vermilion
1098,2008-12-09,811 west south second street,shelbyville,62565,shelby
1099,2008-12-14,1691 methodist street,carlyle,62231,clinton
1100,2008-12-18,664 knox road 300 north,maquon,61458,knox
1101,2008-12-22,519 north dye street,virden,62690,macoupin
1102,2008-12-29,2003 south second street: apt. a,fayetteville,62258,st. clair
1103,2008-12-29,3525 highway 111,granite city,62040,madison
1104,2008-12-30,1825 edwardsville road,madison,62060,madison
1105,2008-12-31,5 white birch lane,collinsville,62234,madison
1106,2009-01-03,814 jonathan lane,quincy,62305,adams
1107,2009-01-08,8 morin avenue,danville,61832,vermilion
1108,2009-01-12,1019 south 12th street,pekin,61554,tazewell
1109,2009-01-16,97 state rt. 41,st. augustine,61474,knox
1110,2009-01-19,3801 lake drive: lot 320,granite city,62040,madison
1111,2009-01-20,22181 325th avenue,barry,62312,pike
1112,2009-01-20,610 east market street,havana,62644,mason
1113,2009-01-20,211 sw sixth street,galva,61434,henry
1114,2009-01-23,8 north state street,danville,61832,vermilion
1115,2009-01-26,2684 washington avenue,granite city,62040,madison
1116,2009-02-04,419 valley view road,quincy,62305,adams
1117,2009-02-05,813 north hazel street,danville,61832,vermilion
1118,2009-02-06,322 south franklin street,dwight,60420,livingston
1119,2009-02-09,13313 north manito road,manito,61546,tazewell
1120,2009-02-09,615 west fairchild street,danville,61832,vermilion
1121,2009-02-10,901 chandler street,danville,61832,vermilion
1122,2009-02-18,228 east sycamore street,grayville,62284,edwards
1123,2009-02-20,1817 160th street,cameron,61423,warren
1124,2009-02-20,575 east 2nd street,galesburg,61401,knox
1125,2009-02-24,9395 rutherford road,shipman,62685,macoupin
1126,2009-02-24,305 erie street,tower hill,62571,shelby
1127,2009-02-24,1720 north 12th street,quincy,62301,adams
1128,2009-02-25,1115 iowa street,madison,62060,madison
1129,2009-02-26,103 north state street,east galesburg,61430,knox
1130,2009-02-26,2053 east 900th street,ursa,62376,adams
1131,2009-03-03,109 north railroad street,lenzburg,62255,st. clair
1132,2009-03-05,204 north east street,herrick,62431,shelby
1133,2009-03-09,18 north main street,lenzburg,62255,st. clair
1134,2009-03-12,487 south bissell street,virden,62690,macoupin
1135,2009-03-20,325 mulberry street,warsaw,62379,hancock
1136,2009-03-20,438 north county road 050 east,gays,61928,coles
1137,2009-03-21,2400 grand avenue: apt. 4,granite city,62040,madison
1138,2009-03-23,27 knox county road 650 north,abingdon,61410,knox
1139,2009-03-25,120 moultrie avenue,mattoon,61934,coles
1140,2009-03-27,600 1/2 north 5th street,quincy,62301,adams
1141,2009-03-30,905 south golfview place,mount prospect,60056,cook
1142,2009-04-08,13834 glenmar drive,pekin,61554,tazewell
1143,2009-04-14,4014 maryland manor court,granite city,62040,madison
1144,2009-04-20,232 main street,harvel,62538,montgomery
1145,2009-04-20,11401 midgley neiss road,trenton,62293,st. clair
1146,2009-04-20,1763 country club: apt. 108,decatur,62521,macon
1147,2009-04-23,422 monroe street,galesburg,61401,knox
1148,2009-04-23,809 college avenue,alton,62002,madison
1149,2009-04-24,446 south 7th street,caseyville,62232,st. clair
1150,2009-04-24,103 east oak street,witt,62094,montgomery
1151,2009-04-26,128 oren drive,galesburg,61401,knox
1152,2009-04-27,1687 255th avenue,cameron,61423,warren
1153,2009-04-28,202 blaine avenue,galesburg,61401,knox
1154,2009-04-30,1011 north 2nd street,oquawka,61469,henderson
1155,2009-04-30,958 east 4th street,lomax,61454,henderson
1156,2009-05-07,303 west carson street,donnellson,62019,montgomery
1157,2009-05-07,1221 east main street,decatur,62521,macon
1158,2009-05-09,311 north high street,paris,61944,edgar
1159,2009-05-11,3380 north 2250th street,paris,61944,edgar
1160,2009-05-13,1298 150th street,abingdon,61410,knox
1161,2009-05-13,523 south 10th street,momnmouth,61462,warren
1162,2009-05-26,3120 west chain of rocks road: lot 282,granite city,62040,madison
1163,2009-05-27,1003 green street,greenfield,62044,greene
1164,2009-05-29,1100 south 24th street,quincy,62301,adams
1165,2009-05-30,2512 herrli drive,quincy,62301,adams
1166,2009-06-01,108 tiffany terrace,decatur,62526,macon
1167,2009-06-12,410 north east street,monmouth,61462,warren
1168,2009-06-23,1102 garden lane,galesburg,61401,knox
1169,2009-06-24,516 nw 7th street,galva,61434,henry
1170,2009-06-26,626 autumn avenue,collinsville,62234,madison
1171,2009-06-27,32 bruce rich lane,east peoria,61611,woodford
1172,2009-06-29,710 east liberty street: apt. 3a,wauconda,60084,lake
1173,2009-06-29,8503 davis lane,godfrey,62035,madison
1174,2009-07-15,220 south main street,new canton,62356,pike
1175,2009-07-27,2127 hildebrand street,madison,62060,madison
1176,2009-07-27,2131 hildebrand street,madison,62060,madison
1177,2009-07-27,18 north main street,lenzburg,62255,st. clair
1178,2009-07-29,2223 illinois avenue,granite city,62040,madison
1179,2009-07-29,308 east monroe street,altona,61414,knox
1180,2009-07-30,210 west zupan street,maryville,62062,madison
1181,2009-08-03,503 north fell avenue,normal,61761,mclean
1182,2009-08-04,234 cottage avenue,galesburg,61401,knox
1183,2009-08-05,201 herget street,pekin,61554,tazewell
1184,2009-08-11,2474 state street,granite city,62040,madison
1185,2009-08-13,103 dorcas drive,cahokia,62206,st. clair
1186,2009-08-13,16943 us rt. 67,jerseyville,62052,jersey
1187,2009-08-26,200 north adams street,clayton,62324,adams
1188,2009-08-27,970 west north street,galesburg,61401,knox
1189,2009-08-28,202 ernst drive,dallas city,62330,hancock
1190,2009-09-02,2156 robert avenue,granite city,62040,madison
1191,2009-09-08,956 west main street,bushnell,61422,mcdonough
1192,2009-09-09,17147 east 22nd avenue,nokomis,62075,montgomery
1193,2009-09-14,1354 moshier avenue,galesburg,61401,knox
1194,2009-09-16,1728 il highway 133,kansas,61933,edgar
1195,2009-09-16,402 south state street,griggsville,62340,pike
1196,2009-09-18,320 fourth street,la salle,61301,lasalle
1197,2009-09-18,223 wright street,la salle,61301,la salle
1198,2009-09-20,2039 college avenue,quincy,62301,adams
1199,2009-09-20,1020 moultrie avenue: apt. 2,mattoon,61938,coles
1200,2009-09-23,3336 village lane,granite city,62040,madison
1201,2009-09-24,1318 mckinley avenue,danville,61832,vermilion
1202,2009-09-26,383 lynch drive,danville,61834,vermilion
1203,2009-09-30,733 north edwards street,macomb,61455,mcdonough
1204,2009-10-08,206 north jefferson street,abingdon,61410,knox
1205,2009-10-15,2709 west hayes street,peoria,61605,peoria
1206,2009-10-19,28890 rocky road,jerseyville,62052,jersey
1207,2009-10-26,1006 adams avenue,staunton,62088,madison
1208,2009-11-02,821 north 22nd street,quincy,62301,adams
1209,2009-11-23,1469 brown avenue,galesburg,61401,knox
1210,2009-11-23,2920 willow avenue,granite city,62040,madison
1211,2009-11-23,2329 miracle avenue,granite city,62040,madison
1212,2009-11-25,330 east 2nd street,galesburg,61401,knox
1213,2009-12-01,620 washington street: apt. a,highland,62249,madison
1214,2009-12-02,300 north east street,sorento,62086,bond
1215,2009-12-19,1313 lakeland boulevard: room 34,mattoon,61938,coles
1216,2009-12-24,4813 north 12th street,quincy,62305,adams
1217,2009-12-29,5261 chain of rocks road: lot 8,edwardsville,62025,madison
1218,2009-12-30,1154 emery street,galesburg,61401,knox
1219,2009-12-31,370 north 6th street,wood river,62095,madison
1220,2010-01-13,1332 north main street,dupo,62239,st. clair
1221,2010-01-18,4214 marigold drive,granite city,62040,madison
1222,2010-01-20,202 blaine avenue,galesburg,61401,knox
1223,2010-01-27,4628 north 250th street,kansas,61933,edgar
1224,2010-02-02,26 ford avenue,witt,62094,montgomery
1225,2010-02-09,58 country lane east,pierron,62273,bond
1226,2010-02-09,2546 north 34th street,fairmont city,62201,st. clair
1227,2010-02-15,251 north seminary street,galesburg,61401,knox
1228,2010-02-21,rural scott county,merritt,62560,scott
1229,2010-02-23,923 west 4th avenue,monmouth,61462,warren
1230,2010-02-25,316 caroline street,pekin,61554,tazewell
1231,2010-03-03,1313 lakeland boulevard,mattoon,61938,coles
1232,2010-03-04,812 north 33rd street,decatur,62521,macon
1233,2010-03-15,515 adams street,quincy,62301,adams
1234,2010-03-17,383 lynch drive,danville,61834,vermilion
1235,2010-03-30,1511 rock island avenue,galesburg,61401,knox
1236,2010-03-31,5023 west paradise lane,quincy,62305,adams
1237,2010-03-31,5023 west paradise lane,quincy,62305,adams
1238,2010-03-31,419 east douglas avenue,jacksonville,62650,morgan
1239,2010-04-01,20565 east county road 400 north,chalreston,61920,coles
1240,2010-04-05,413 north 22nd street,mattoon,61938,coles
1241,2010-04-13,130 dannie road,carrier mills,62917,saline
1242,2010-04-14,700 belleville road,caseyville,62232,st. clair
1243,2010-04-14,304 debbie street,colchester,62326,mcdonough
1244,2010-04-22,3109 east cherry drive,decatur,62521,macon
1245,2010-04-23,525 east liberty street,prairie city,61470,mcdonough
1246,2010-05-03,706 payson avenue,quincy,62305,adams
1247,2010-05-10,1300 north main street,dupo,62239,st. clair
1248,2010-05-12,1205 rixon street,alton,62002,madison
1249,2010-05-13,938 1/2 payson avenue,quincy,62301,adams
1250,2010-05-17,1402 cherry street,quincy,62301,adams
1251,2010-05-22,rr1 box 92,keithsburg,61442,henderson
1252,2010-05-22,1800 poplar street,granite city,62040,madison
1253,2010-05-26,948 east 1650 north road,tower hill,62571,shelby
1254,2010-05-26,2211 spruce street,quincy,62301,adams
1255,2010-05-27,8923 east 1700th avenue,robinson,62454,crawford
1256,2010-05-28,120 east roosevelt avenue,shawneetown,62984,gallatin
1257,2010-05-28,326 south holmes drive,ridgway,62979,gallatin
1258,2010-06-03,109 kimberly court,collinsville,62234,madison
1259,2010-06-04,1612 falling springs drive,dupo,62239,st. clair
1260,2010-06-09,21 st. peters drive,bourbonnais,60914,kankakee
